知りたい分類,定義,出す場所,品目,出し方詳細,備考
市で対応不可,『特定家庭用機器再商品化法（家電リサイクル法）』に基づき、家電メーカーが引き取って、資源として再利用することとなっている品目。これらを処分する際には、リサイクル料金が必要となります。,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼,冷蔵庫、冷凍庫,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼しましょう。お店によって引取り方が異なるので、お店にお問い合わせください。購入したお店が遠方の場合などは、お近くの家電取扱店にご相談ください。,
市で対応不可,『特定家庭用機器再商品化法（家電リサイクル法）』に基づき、家電メーカーが引き取って、資源として再利用することとなっている品目。これらを処分する際には、リサイクル料金が必要となります。,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼,洗濯機（全自動、２槽式、洗濯乾燥機）、衣類乾燥機,廃棄する家電を「購入した」もしくは「買替え」するお店に引取りを依頼しましょう。お店によって引取り方が異なるので、お店にお問い合わせください。購入したお店が遠方の場合などは、お近くの家電取扱店にご相談ください。,
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,農薬,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7373）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,劇薬,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7374）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,殺虫剤,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7375）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,塗料,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7376）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,廃油,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7377）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,タイヤ,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7378）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,ブロック,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7379）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,タイル,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7380）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,トタン,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7381）",
危険・特殊なごみ、処理困難なもの,危険・特殊なごみ、処理困難なもの,購入店・販売店にご相談ください,波板,"購入店・販売店にご相談ください。または市から許可をうけた３社で、処理可能なものもあります。ご相談ください。
①トーアクリーン（根崎町 TEL 0566-92-7770）
②アンコム（福釜町 TEL 0566-92-4060）
③キトー（上条町 TEL 0566-77-7382）",
